Crash ID,State,Month,Dayweek,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,SA4 Name 2016,National LGA Name 2017,National Road Type,Christmas Period,Easter Period,Age Group,Day of week,Time of day
20218002,Australian Capital Territory,2,Thursday,20:50,Multiple,No,No,No,60,Driver,Female,78,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Local Road,No,No,75_or_older,Weekday,Night
20211085,New South Wales,2,Tuesday,8:30,Single,No,Yes,No,50,Pedestrian,Female,83,Major Cities of Australia,Sydney - Parramatta,Canterbury-Bankstown,Local Road,No,No,75_or_older,Weekday,Day
20214015,South Australia,2,Tuesday,15:20,Single,Yes,No,No,50,Pedestrian,Male,13,Inner Regional Australia,Barossa - Yorke - Mid North,Wakefield (DC),Local Road,No,No,0_to_16,Weekday,Day
20211031,New South Wales,2,Tuesday,15:00,Single,No,Yes,No,50,Pedestrian,Male,90,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,National or State Highway,No,No,75_or_older,Weekday,Day
20212024,Victoria,2,Tuesday,14:59,Single,No,No,No,,Pedestrian,Female,91,Major Cities of Australia,Melbourne - North East,Darebin (C),Local Road,No,No,75_or_older,Weekday,Day
20212067,Victoria,2,Tuesday,20:40,Single,No,No,No,80,Pedestrian,Male,26,Major Cities of Australia,Melbourne - South East,Casey (C),Arterial Road,No,No,26_to_39,Weekday,Night
20212017,Victoria,2,Thursday,20:39,Multiple,No,No,No,60,Pedestrian,Male,48,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),Local Road,No,No,40_to_64,Weekday,Night
20212058,Victoria,1,Sunday,20:50,Single,No,No,No,100,Driver,Male,37,Outer Regional Australia,North West,Hindmarsh (S),Local Road,Yes,No,26_to_39,Weekend,Night
20213021,Queensland,1,Sunday,4:00,Single,No,No,No,100,Driver,Male,34,Inner Regional Australia,Wide Bay,South Burnett (R),National or State Highway,No,No,26_to_39,Weekend,Night
20213021,Queensland,1,Sunday,4:00,Single,No,No,No,100,Passenger,Male,39,Inner Regional Australia,Wide Bay,South Burnett (R),National or State Highway,No,No,26_to_39,Weekend,Night
20214068,South Australia,1,Monday,3:30,Single,No,No,No,100,Driver,Male,30,Inner Regional Australia,Barossa - Yorke - Mid North,Light (RegC),Sub-arterial Road,No,No,26_to_39,Weekend,Night
20215074,Western Australia,1,Saturday,23:08,Single,No,No,No,60,Driver,Female,25,,,,,No,No,17_to_25,Weekend,Night
20212065,Victoria,1,Sunday,3:30,Single,No,No,No,80,Driver,Male,43,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),National or State Highway,No,No,40_to_64,Weekend,Night
20215030,Western Australia,1,Saturday,1:10,Multiple,No,No,No,50,Pedestrian,Male,20,,,,,No,No,17_to_25,Weekend,Night
20211037,New South Wales,1,Sunday,21:00,Multiple,No,No,No,100,Passenger,Female,62,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,Local Road,No,No,40_to_64,Weekend,Night
20211037,New South Wales,1,Sunday,21:00,Multiple,No,No,No,100,Driver,Male,44,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,Local Road,No,No,40_to_64,Weekend,Night
20215042,Western Australia,1,Saturday,5:55,Single,No,No,No,80,Motorcycle rider,Male,57,,,,,No,No,40_to_64,Weekend,Night
20215096,Western Australia,1,Thursday,23:19,Single,No,No,No,110,Driver,Female,53,,,,,No,No,40_to_64,Weekday,Night
20215016,Western Australia,1,Sunday,19:31,Single,No,No,No,50,Motorcycle rider,Male,46,,,,,No,No,40_to_64,Weekend,Night
20211005,New South Wales,1,Saturday,19:00,Single,No,No,No,100,Motorcycle rider,Male,50,Inner Regional Australia,Central West,Lithgow,Local Road,No,No,40_to_64,Weekend,Night
20217015,Northern Territory,1,Monday,22:00,Single,No,No,No,60,Motorcycle rider,Male,32,Outer Regional Australia,Darwin,Litchfield (M),Local Road,No,No,26_to_39,Weekday,Night
20213141,Queensland,1,Monday,0:00,Single,No,No,No,100,Driver,Male,32,Inner Regional Australia,Wide Bay,South Burnett (R),National or State Highway,No,No,26_to_39,Weekend,Night
20215075,Western Australia,1,Thursday,18:30,Multiple,No,No,No,60,Pedestrian,Female,34,,,,,No,No,26_to_39,Weekday,Night
20211095,New South Wales,1,Friday,22:10,Multiple,No,No,No,60,Pedestrian,Female,16,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,Arterial Road,No,No,0_to_16,Weekend,Night
20213104,Queensland,1,Wednesday,18:00,Multiple,No,No,Yes,60,Motorcycle rider,Male,35,Major Cities of Australia,Logan - Beaudesert,Logan (C),Local Road,No,No,26_to_39,Weekday,Night
20215091,Western Australia,1,Thursday,9:58,Multiple,No,No,No,90,Passenger,Female,61,,,,,No,No,40_to_64,Weekday,Day
20215112,Western Australia,1,Sunday,19:16,Multiple,No,No,No,60,Pedal cyclist,Male,52,,,,,Yes,No,40_to_64,Weekend,Night
20211146,New South Wales,1,Saturday,10:38,Single,No,No,No,100,Driver,Male,57,Outer Regional Australia,Capital Region,Bega Valley,Local Road,No,No,40_to_64,Weekend,Day
20211150,New South Wales,1,Sunday,10:00,Multiple,No,No,No,50,Pedestrian,Male,40,Major Cities of Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,Local Road,No,No,40_to_64,Weekend,Day
20215057,Western Australia,1,Tuesday,7:05,Multiple,No,No,No,70,Driver,Male,32,,,,,No,No,26_to_39,Weekday,Day
20215073,Western Australia,1,Sunday,17:29,Multiple,No,No,No,80,Motorcycle rider,Female,61,,,,,No,No,40_to_64,Weekend,Day
20215015,Western Australia,1,Sunday,6:10,Multiple,No,No,No,110,Driver,Male,61,,,,,No,No,40_to_64,Weekend,Day
20212131,Victoria,1,Saturday,16:57,Multiple,No,No,No,100,Motorcycle rider,Male,62,Outer Regional Australia,Latrobe - Gippsland,Wellington (S),Collector Road,No,No,40_to_64,Weekend,Day
20211120,New South Wales,1,Sunday,11:00,Single,No,No,No,100,Passenger,Female,18,Outer Regional Australia,Hunter Valley exc Newcastle,Dungog,Local Road,No,No,17_to_25,Weekend,Day
20212069,Victoria,1,Saturday,10:00,Multiple,No,Yes,No,80,Driver,Male,66,Inner Regional Australia,North West,Northern Grampians (S),National or State Highway,No,No,65_to_74,Weekend,Day
20211149,New South Wales,1,Sunday,11:44,Single,No,No,No,100,Motorcycle rider,Male,69,Outer Regional Australia,Riverina,Snowy Valleys,National or State Highway,No,No,65_to_74,Weekend,Day
20211133,New South Wales,1,Sunday,13:10,Single,No,No,No,100,Driver,Female,68,Inner Regional Australia,Capital Region,Eurobodalla,Arterial Road,No,No,65_to_74,Weekend,Day
20215002,Western Australia,1,Saturday,3:12,Single,No,No,No,110,Driver,Male,54,,,,,No,No,40_to_64,Weekend,Night
20213179,Queensland,1,Sunday,17:00,Single,No,No,No,100,Driver,Male,24,Outer Regional Australia,Central Queensland,Gladstone (R),Local Road,No,No,17_to_25,Weekend,Day
20218004,Australian Capital Territory,1,Sunday,13:07,Single,No,No,No,100,Passenger,Male,21,Inner Regional Australia,Australian Capital Territory,Unincorporated ACT,Collector Road,No,No,17_to_25,Weekend,Day
20211077,New South Wales,1,Sunday,8:49,Multiple,No,No,No,60,Motorcycle rider,Male,29,Major Cities of Australia,Sydney - Ryde,Parramatta,Arterial Road,No,No,26_to_39,Weekend,Day
20213148,Queensland,1,Saturday,7:00,Multiple,No,No,No,80,Motorcycle rider,Male,29,Inner Regional Australia,Wide Bay,Gympie (R),Local Road,No,No,26_to_39,Weekend,Day
20213154,Queensland,1,Sunday,10:00,Multiple,No,No,No,70,Driver,Male,26,Major Cities of Australia,Moreton Bay - South,Moreton Bay (R),Local Road,No,No,26_to_39,Weekend,Day
20215091,Western Australia,1,Thursday,9:58,Multiple,No,No,No,90,Driver,Male,82,,,,,No,No,75_or_older,Weekday,Day
20213157,Queensland,1,Tuesday,17:00,Multiple,No,No,No,70,Pedestrian,Female,31,Major Cities of Australia,Brisbane - East,Redland (C),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20213157,Queensland,1,Tuesday,17:00,Multiple,No,No,No,70,Pedestrian,Male,37,Major Cities of Australia,Brisbane - East,Redland (C),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20215032,Western Australia,1,Tuesday,17:26,Multiple,No,No,No,50,Motorcycle rider,Male,17,,,,,No,No,17_to_25,Weekday,Day
20213103,Queensland,1,Monday,14:00,Multiple,No,Yes,No,50,Motorcycle rider,Male,33,Outer Regional Australia,Cairns,Mareeba (S),Local Road,No,No,26_to_39,Weekday,Day
20215025,Western Australia,1,Friday,6:27,Single,No,No,No,110,Driver,Male,22,,,,,No,No,17_to_25,Weekday,Day
20217009,Northern Territory,1,Friday,14:30,Single,No,No,No,40,Driver,Male,28,Very Remote Australia,Northern Territory - Outback,East Arnhem (R),Local Road,Yes,No,26_to_39,Weekday,Day
20214064,South Australia,1,Sunday,22:25,Single,No,No,No,50,Driver,Male,19,Inner Regional Australia,Adelaide - Central and Hills,Mount Barker (DC),Sub-arterial Road,No,No,17_to_25,Weekend,Night
20215098,Western Australia,1,Tuesday,11:17,Multiple,No,No,No,110,Pedestrian,Male,57,,,,,No,No,40_to_64,Weekday,Day
20214017,South Australia,1,Friday,7:25,Multiple,No,No,No,50,Pedal cyclist,Male,60,Major Cities of Australia,Adelaide - West,Charles Sturt (C),Sub-arterial Road,Yes,No,40_to_64,Weekday,Day
20215068,Western Australia,1,Friday,9:25,Single,No,No,No,110,Driver,Female,59,,,,,No,No,40_to_64,Weekday,Day
20212083,Victoria,1,Monday,16:58,Multiple,No,No,Yes,80,Driver,Male,49,Inner Regional Australia,Melbourne - South East,Cardinia (S),National or State Highway,No,No,40_to_64,Weekday,Day
20213186,Queensland,1,Thursday,11:00,Single,No,No,No,100,Driver,Male,51,Inner Regional Australia,Wide Bay,Bundaberg (R),National or State Highway,No,No,40_to_64,Weekday,Day
20211103,New South Wales,1,Friday,14:45,Single,No,No,Yes,110,Driver,Male,49,Outer Regional Australia,Riverina,Wagga Wagga,National or State Highway,No,No,40_to_64,Weekday,Day
20214027,South Australia,1,Sunday,1:24,Single,No,No,No,50,Motorcycle rider,Male,20,Major Cities of Australia,Adelaide - Central and Hills,Prospect (C),Local Road,No,No,17_to_25,Weekend,Night
20213109,Queensland,1,Wednesday,12:00,Single,No,No,Yes,100,Driver,Male,46,Very Remote Australia,Queensland - Outback,Cloncurry (S),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20212097,Victoria,1,Sunday,19:58,Single,No,No,No,100,Driver,Male,23,Inner Regional Australia,Shepparton,Greater Shepparton (C),Local Road,Yes,No,17_to_25,Weekend,Night
20211037,New South Wales,1,Sunday,21:00,Multiple,No,No,No,100,Driver,Male,34,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,Local Road,No,No,26_to_39,Weekend,Night
20211079,New South Wales,1,Monday,0:31,Single,No,No,No,80,Driver,Female,38,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,Local Road,No,No,26_to_39,Weekend,Night
20212085,Victoria,1,Saturday,21:48,Multiple,No,No,No,100,Driver,Male,29,Inner Regional Australia,Bendigo,Greater Bendigo (C),Arterial Road,No,No,26_to_39,Weekend,Night
20214009,South Australia,1,Friday,23:00,Single,No,No,No,100,Motorcycle rider,Male,36,Inner Regional Australia,South Australia - South East,Mid Murray (DC),Arterial Road,No,No,26_to_39,Weekend,Night
20211099,New South Wales,1,Thursday,16:00,Multiple,No,No,No,50,Pedal cyclist,Male,40,Inner Regional Australia,Capital Region,Goulburn Mulwaree,Sub-arterial Road,No,No,40_to_64,Weekday,Day
20213041,Queensland,1,Saturday,22:00,Single,No,No,No,70,Driver,Male,37,Major Cities of Australia,Brisbane - North,Brisbane (C),Sub-arterial Road,No,No,26_to_39,Weekend,Night
20212144,Victoria,1,Sunday,21:45,Multiple,No,No,No,80,Motorcycle rider,Male,30,Major Cities of Australia,Melbourne - South East,Casey (C),Arterial Road,No,No,26_to_39,Weekend,Night
20216017,Tasmania,1,Monday,14:33,Multiple,No,No,No,100,Motorcycle rider,Male,58,Outer Regional Australia,South East,Central Highlands (M) (Tas.),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20213013,Queensland,1,Monday,17:00,Single,No,No,No,100,Motorcycle rider,Male,42,Inner Regional Australia,Logan - Beaudesert,Scenic Rim (R),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20215092,Western Australia,1,Monday,14:38,Single,No,No,No,110,Driver,Female,61,,,,,No,No,40_to_64,Weekday,Day
20211181,New South Wales,1,Tuesday,14:30,Multiple,No,No,No,50,Pedestrian,Male,7,Outer Regional Australia,Far West and Orana,Dubbo Regional,Local Road,No,No,0_to_16,Weekday,Day
20211181,New South Wales,1,Tuesday,14:30,Multiple,No,No,No,50,Pedestrian,Male,6,Outer Regional Australia,Far West and Orana,Dubbo Regional,Local Road,No,No,0_to_16,Weekday,Day
20213054,Queensland,1,Wednesday,9:00,Single,No,No,No,100,Motorcycle rider,Male,47,Remote Australia,Central Queensland,Central Highlands (R) (Qld),Collector Road,No,No,40_to_64,Weekday,Day
20211027,New South Wales,1,Monday,13:20,Single,No,No,No,80,Driver,Male,73,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,National or State Highway,No,No,65_to_74,Weekday,Day
20212070,Victoria,1,Thursday,21:50,Single,No,No,No,60,Motorcycle rider,Male,39,Inner Regional Australia,Warrnambool and South West,Warrnambool (C),Collector Road,No,No,26_to_39,Weekday,Night
20211174,New South Wales,1,Thursday,13:30,Single,No,No,No,100,Driver,Female,72,Outer Regional Australia,Riverina,Coolamon,Arterial Road,No,No,65_to_74,Weekday,Day
20211045,New South Wales,1,Friday,4:00,Multiple,No,No,No,50,Motorcycle pillion passenger,Female,27,Major Cities of Australia,Sydney - Inner South West,Georges River,Local Road,No,No,26_to_39,Weekday,Night
20214016,South Australia,1,Wednesday,11:34,Multiple,No,No,No,110,Driver,Male,67,Inner Regional Australia,Adelaide - North,Mallala (DC),National or State Highway,No,No,65_to_74,Weekday,Day
20212051,Victoria,1,Friday,12:15,Multiple,No,No,No,100,Driver,Female,33,Outer Regional Australia,North West,Buloke (S),Arterial Road,No,No,26_to_39,Weekday,Day
20215069,Western Australia,1,Sunday,15:05,Single,No,No,No,110,Passenger,Female,17,,,,,No,No,17_to_25,Weekend,Day
20216024,Tasmania,1,Wednesday,22:55,Multiple,No,Yes,No,50,Pedal cyclist,Male,4,Inner Regional Australia,Launceston and North East,Launceston (C),Local Road,No,No,0_to_16,Weekday,Night
20213128,Queensland,1,Thursday,0:00,Single,No,No,No,50,Passenger,Male,16,Inner Regional Australia,Central Queensland,Livingstone (S),Sub-arterial Road,No,No,0_to_16,Weekday,Night
20213157,Queensland,1,Tuesday,17:00,Multiple,No,No,No,70,Pedestrian,Male,0,Major Cities of Australia,Brisbane - East,Redland (C),Sub-arterial Road,No,No,0_to_16,Weekday,Day
20211084,New South Wales,1,Tuesday,6:03,Multiple,No,No,No,80,Driver,Male,19,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Arterial Road,No,No,17_to_25,Weekday,Day
20215003,Western Australia,1,Wednesday,1:39,Single,No,No,No,80,Driver,Male,23,,,,,No,No,17_to_25,Weekday,Night
20213086,Queensland,1,Friday,11:00,Multiple,No,No,No,100,Passenger,Female,22,Outer Regional Australia,Wide Bay,South Burnett (R),Collector Road,No,No,17_to_25,Weekday,Day
20214028,South Australia,1,Thursday,17:48,Single,No,No,No,70,Motorcycle rider,Male,25,Major Cities of Australia,Adelaide - North,Salisbury (C),Sub-arterial Road,No,No,17_to_25,Weekday,Day
20215080,Western Australia,1,Wednesday,7:01,Multiple,No,No,No,70,Motorcycle rider,Male,23,,,,,No,No,17_to_25,Weekday,Day
20211038,New South Wales,1,Friday,12:28,Multiple,No,No,No,100,Driver,Female,18,Outer Regional Australia,Central West,Cowra,Arterial Road,No,No,17_to_25,Weekday,Day
20215033,Western Australia,1,Friday,13:45,Single,No,No,No,110,Motorcycle rider,Male,37,,,,,No,No,26_to_39,Weekday,Day
20215107,Western Australia,1,Wednesday,12:00,Single,No,No,No,110,Motorcycle rider,Male,33,,,,,No,No,26_to_39,Weekday,Day
20215081,Western Australia,1,Thursday,17:13,Multiple,No,No,No,50,Motorcycle rider,Male,37,,,,,No,No,26_to_39,Weekday,Day
20212124,Victoria,1,Wednesday,12:20,Multiple,No,No,No,80,Motorcycle rider,Male,83,Outer Regional Australia,North West,Swan Hill (RC),National or State Highway,No,No,75_or_older,Weekday,Day
20212026,Victoria,1,Friday,15:53,Single,No,No,No,100,Driver,Male,75,Inner Regional Australia,Mornington Peninsula,Mornington Peninsula (S),Arterial Road,No,No,75_or_older,Weekday,Day
20213039,Queensland,1,Friday,1:00,Single,No,No,No,60,Pedestrian,Male,21,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),Local Road,Yes,No,17_to_25,Weekday,Night
20212027,Victoria,1,Monday,20:40,Single,No,No,No,60,Driver,Male,34,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges (S),Arterial Road,No,No,26_to_39,Weekday,Night
20211063,New South Wales,1,Thursday,12:35,Single,No,No,No,70,Pedestrian,Male,17,Major Cities of Australia,Sydney - South West,Liverpool,National or State Highway,No,No,17_to_25,Weekday,Day
20211115,New South Wales,1,Wednesday,4:00,Single,No,No,No,60,Motorcycle rider,Male,31,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Arterial Road,No,No,26_to_39,Weekday,Night
20212022,Victoria,1,Tuesday,0:13,Single,No,No,No,70,Driver,Male,29,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),National or State Highway,No,No,26_to_39,Weekday,Night
20217003,Northern Territory,1,Friday,0:30,Single,No,No,No,100,Motorcycle rider,Male,31,Outer Regional Australia,Darwin,Litchfield (M),Sub-arterial Road,No,No,26_to_39,Weekday,Night
20213028,Queensland,1,Friday,17:00,Single,No,No,No,70,Pedestrian,Male,49,Outer Regional Australia,Cairns,Cairns (R),Local Road,No,No,40_to_64,Weekday,Day
20215046,Western Australia,1,Monday,14:44,Single,No,No,No,,Driver,Female,75,,,,,No,No,75_or_older,Weekday,Day
20211053,New South Wales,1,Thursday,10:25,Single,No,No,No,50,Pedestrian,Female,68,Major Cities of Australia,Sydney - Inner South West,Georges River,Access road,No,No,65_to_74,Weekday,Day
20214040,South Australia,1,Wednesday,11:54,Single,No,No,No,10,Pedestrian,Male,89,Major Cities of Australia,Adelaide - South,Mitcham (C),Local Road,No,No,75_or_older,Weekday,Day
